season,Name,Position,Team,Games,Age,Salary,AAV,Goals,Assists,Points,Goals/60,Assists/60,Points/60,Penalty_Diff,CF%,PDO,PSh%,ZSO%Rel,TOI/Gm
20142015,Keegan.Lowe,D,CAR,2,21,0.74,0.737,0,0,0,0,0,0,0,31.37,94.12,NA,4.7,13.8
20142015,Adam.Lowry,LC,WPG,84,21,0.818,0.828,11,10,21,0.64,0.58,1.21,1,54.09,99.19,11,3.39,12.36
20132014,Milan.Lucic,L,BOS,92,25,5.5,6,21,22,43,0.94,0.98,1.92,-3,53.45,103.31,14.58,7.8,14.61
20142015,Milan.Lucic,L,BOS,81,26,6,6,13,18,31,0.7,0.97,1.68,-2,51.12,103.11,10.92,5.54,13.7
20132014,Joffrey.Lupul,LR,TOR,69,29,5.25,5.25,13,14,27,0.76,0.82,1.58,5,42.51,100.33,9.85,-0.39,14.83
20142015,Joffrey.Lupul,LR,TOR,55,30,5.25,5.25,8,9,17,0.69,0.78,1.47,-2,44.05,101.63,10.39,-4.42,12.6
20132014,Olli.Maatta,D,PIT,91,19,0.925,0.894,5,19,24,0.22,0.83,1.05,3,51.27,100.29,4.67,2.44,15.07
20142015,Olli.Maatta,D,PIT,20,20,0.925,0.894,1,6,7,0.18,1.1,1.28,1,50.67,101.22,5.56,1.67,16.35
20132014,Clarke.MacArthur,L,OTT,79,28,3.25,3.25,14,22,36,0.84,1.32,2.16,-6,54.08,102.16,12.73,-2.57,12.66
20142015,Clarke.MacArthur,L,OTT,68,29,3.25,3.25,11,14,25,0.76,0.96,1.72,3,50.54,100.94,10,0.15,12.8
20132014,Lane.MacDermid,L,CGY/DAL,7,24,0.66,0.66,0,2,2,0,3.05,3.05,0,52.38,103.43,0,-13.38,5.61
20132014,Andrew.MacDonald,D,NYI/PHI,89,27,0.575,0.55,3,11,14,0.11,0.41,0.53,-11,44.44,99.42,5.45,-2.44,17.92
20142015,Andrew.MacDonald,D,PHI,58,28,4.25,5,1,5,6,0.06,0.32,0.39,-8,49.03,100.21,2.78,3.17,16.04
20132014,Derek.MacKenzie,CL,CBJ,77,32,1,1,7,8,15,0.58,0.66,1.25,0,49.32,98.44,10.29,0.33,9.39
20142015,Derek.MacKenzie,CL,FLA,82,33,1.3,1.3,3,4,7,0.22,0.3,0.52,-3,48.81,94.73,5.26,-2.07,9.78
20132014,Nathan.MacKinnon,CR,COL,89,18,0.925,0.925,17,29,46,0.8,1.37,2.18,13,46.86,103.28,8.9,1.61,14.25
20142015,Nathan.MacKinnon,CR,COL,64,19,0.925,0.925,10,19,29,0.69,1.31,2,13,48.9,100.29,6.33,0.06,13.6
20142015,Andrew.MacWilliam,D,TOR,12,24,0.875,0.875,0,2,2,0,0.8,0.8,-2,40.15,94.68,0,-5.69,12.47
20132014,Manny.Malhotra,CL,CAR,69,33,0.6,0.6,5,3,8,0.45,0.27,0.72,0,41.42,100.05,10.87,-41.87,9.63
20142015,Manny.Malhotra,CL,MTL,58,34,0.85,0.85,1,3,4,0.12,0.37,0.49,0,35.34,99.83,2.38,-39.51,8.48
20132014,Evgeni.Malkin,CR,PIT,73,27,7.5,8.7,19,29,48,1.05,1.61,2.66,9,54.49,101.93,15.57,16.28,14.81
20142015,Evgeni.Malkin,CR,PIT,74,28,9.5,9.5,17,22,39,0.96,1.24,2.21,1,54.72,100.96,12.41,5.94,14.34
20132014,Brad.Malone,LC,COL,38,24,0.735,0.735,3,2,5,0.7,0.46,1.16,-1,40.63,97.86,15,19.71,6.81
20142015,Brad.Malone,LC,CAR,65,25,0.6,0.65,6,8,14,0.58,0.77,1.35,-2,45.09,97.75,9.38,-9.11,9.61
20132014,Ryan.Malone,LR,T.B,57,33,2.5,4.5,4,7,11,0.41,0.71,1.12,2,50.42,97.95,5.33,2.59,10.38
20142015,Ryan.Malone,LR,NYR,6,34,0.7,0.7,0,0,0,0,0,0,1,57.65,82.61,0,2.63,7.56
20142015,Brandon.Manning,D,PHI,11,24,0.7,0.7,0,3,3,0,1.2,1.2,-1,50.57,103.3,0,-3.11,13.68
20142015,Josh.Manson,D,ANA,28,22,0.925,0.925,0,3,3,0,0.4,0.4,-11,54.39,100.01,0,8.22,16.07
20132014,Alexey.Marchenko,D,DET,1,21,0.625,0.667,0,0,0,0,0,0,-1,50,122.22,NA,23.68,10.34
20142015,Alexey.Marchenko,D,DET,16,22,0.675,0.667,0,1,1,0,0.26,0.26,-1,55.22,94.09,0,7.97,14.47
20132014,Brad.Marchand,L,BOS,94,25,4,4.5,17,29,46,0.8,1.37,2.18,-9,59.44,102.66,11.11,0.27,13.5
20142015,Brad.Marchand,L,BOS,77,26,4.5,4.5,14,16,30,0.79,0.91,1.7,-10,56.5,97.97,9.52,-0.18,13.73
20142015,Jonathan.Marchessault,N,T.B,4,23,0.925,0.925,1,0,1,1.39,0,1.39,0,47.37,107.92,16.67,-33.91,10.77
20132014,Martin.Marincin,D,EDM,44,21,0.69,0.73,0,4,4,0,0.35,0.35,-3,47.54,100.48,0,3.26,15.5
20142015,Martin.Marincin,D,EDM,41,22,0.81,0.73,1,3,4,0.09,0.27,0.36,-5,48.79,98.58,2.86,-13.11,16.34
20132014,Andrei.Markov,D,MTL,98,34,5.75,5.75,4,16,20,0.14,0.57,0.71,-3,48.78,100.63,4.21,-2.81,17.15
20142015,Andrei.Markov,D,MTL,93,35,7,5.75,5,15,20,0.18,0.55,0.74,-7,51.11,101.85,4.81,2.77,17.47
20132014,Patrick.Marleau,LR,S.J,89,34,6.9,6.9,18,26,44,0.86,1.24,2.11,2,52.93,99.11,9.57,-4.21,14.08
20142015,Patrick.Marleau,LR,S.J,82,35,7,6.667,8,19,27,0.42,1,1.42,5,50.35,98.6,5.8,0.06,13.87
20132014,Patrick.Maroon,L,ANA,75,25,0.575,0.575,11,17,28,0.86,1.33,2.19,4,52.03,103.02,11.96,4.93,10.25
20142015,Patrick.Maroon,L,ANA,87,26,0.575,0.575,10,21,31,0.55,1.16,1.72,-6,52.61,99.68,7.41,2.69,12.46
20132014,Alec.Martinez,D,L.A,87,26,1.1,1.1,11,8,19,0.58,0.42,1.01,-2,56.3,100.82,15.28,3.36,12.99
20142015,Alec.Martinez,D,L.A,56,27,1.1,1.1,5,11,16,0.35,0.76,1.11,2,53,102.48,6.33,-5.96,15.51
20142015,Jordan.Martinook,C,ARI,8,22,0.733,0.658,0,1,1,0,0.68,0.68,2,57.45,93.05,0,3.16,10.97
20132014,Matthew.Martin,LR,NYI,79,24,1,1,8,6,14,0.56,0.42,0.98,-1,44.88,98.64,7.21,-6.97,10.83
20142015,Matthew.Martin,LR,NYI,85,25,1.1,1,8,7,15,0.5,0.44,0.95,3,52.09,97.97,8.33,-9.63,11.18
20132014,Paul.Martin,D,PIT,52,32,5,5,1,6,7,0.06,0.38,0.45,1,51.83,97.68,1.69,-3.54,17.99
20142015,Paul.Martin,D,PIT,79,33,5,5,3,17,20,0.13,0.75,0.88,-1,52.4,101.64,6.38,-2.78,17.23
20132014,Radek.Martinek,D,NYI,13,37,0.6,0.6,0,3,3,0,0.94,0.94,-2,52.11,103.08,0,6.38,14.77
20132014,Brandon.Mashinter,L,NYR,6,24,0.605,0.605,0,0,0,0,0,0,0,51.85,90,0,-10.61,4.53
20142015,Stefan.Matteau,L,N.J,7,20,0.843,0.843,1,0,1,0.73,0,0.73,-2,42.61,100.73,12.5,-11.22,11.67
20132014,Shawn.Matthias,LC,FLA/VAN,77,25,1.65,1.75,12,11,23,0.88,0.81,1.69,0,48.2,99.96,11.11,-8.17,10.58
20142015,Shawn.Matthias,LC,VAN,84,26,1.85,1.75,17,6,23,1.07,0.38,1.45,4,47.5,98.7,14.29,-1.21,11.32
20132014,Scott.Mayfield,D,NYI,5,20,0.925,0.925,0,0,0,0,0,0,0,52.86,92.18,0,-14.15,15.46
20142015,Scott.Mayfield,D,NYI,2,21,0.925,0.925,0,0,0,0,0,0,0,37.25,93.75,0,30.77,12.88
20132014,Jamie.McBain,D,BUF,69,25,1.9,1.8,3,7,10,0.17,0.39,0.55,-2,40.8,99.79,5,-1.7,15.71
20142015,Jamie.McBain,D,L.A,26,26,0.55,0.55,2,4,6,0.42,0.83,1.25,-1,53.44,102.49,18.18,14.63,11.09
20132014,Jake.McCabe,D,BUF,7,19,0.925,0.925,0,1,1,0,0.63,0.63,0,37.57,96.03,0,6.99,13.55
20142015,Jake.McCabe,D,BUF,2,20,0.925,0.925,0,0,0,0,0,0,0,45.45,100,0,10.5,10.35
20132014,John.McCarthy,LC,S.J,36,27,0.625,0.613,1,1,2,0.18,0.18,0.35,1,49.11,93.21,2.17,2.1,9.51
20132014,Jay.McClement,C,TOR,81,30,1.5,1.5,3,5,8,0.2,0.34,0.54,-9,38.66,99.26,5.26,-17.88,10.96
20142015,Jay.McClement,C,CAR,82,31,1,1,7,14,21,0.47,0.95,1.42,-1,43.7,99.68,10.29,-15.18,10.83
20132014,Cody.McCormick,C,BUF/MIN,56,30,1,1.2,3,4,7,0.43,0.57,1,2,40.94,100.03,10.71,-9.7,7.5
20142015,Cody.McCormick,C,BUF,33,31,2,1.5,0,3,3,0,0.58,0.58,1,35.31,96.17,0,-9.91,9.46
20132014,Colin.McDonald,R,NYI,70,28,0.6,0.637,8,9,17,0.59,0.66,1.25,11,47.18,95.36,8.6,-7.32,11.67
20142015,Colin.McDonald,R,NYI,20,29,0.675,0.637,2,6,8,0.57,1.72,2.3,3,49.12,98.07,6.9,-13.35,10.44
20132014,Ryan.McDonagh,D,NYR,102,24,4,4.7,8,21,29,0.26,0.69,0.95,3,49.92,100.32,5.41,-5.79,18.03
20142015,Ryan.McDonagh,D,NYR,90,25,4.3,4.7,6,14,20,0.23,0.54,0.77,-2,49.03,101.53,5.26,-7,17.38
20132014,Jamie.McGinn,LR,COL,86,25,1.85,1.75,15,16,31,0.78,0.83,1.61,3,46.78,100.45,9.87,2.21,13.41
20142015,Jamie.McGinn,LR,COL,19,26,2.9,2.95,3,2,5,0.76,0.51,1.27,0,39.72,98.65,11.54,-6.16,12.4
20132014,Tye.McGinn,L,PHI,18,23,0.775,0.775,4,1,5,1.33,0.33,1.67,-2,46.33,103.42,26.67,-1,9.99
20142015,Tye.McGinn,L,S.J/ARI,51,24,0.6,0.6,2,4,6,0.24,0.48,0.71,0,47.2,100.5,3.39,3.47,9.89
20132014,Brian.McGrattan,R,CGY,76,32,0.75,0.75,4,4,8,0.47,0.47,0.94,4,38.44,100.67,5.13,10.18,6.73
20142015,Brian.McGrattan,R,CGY,8,33,0.75,0.75,0,0,0,0,0,0,0,42.99,92.59,0,3.99,6.5
20132014,Dylan.McIlrath,D,NYR,2,21,0.65,0.703,0,0,0,0,0,0,0,62.5,87.5,NA,-26,7.26
20142015,Dylan.McIlrath,D,NYR,1,22,0.81,0.703,0,0,0,0,0,0,-1,64.71,100,NA,-12.14,8.22
20132014,Greg.McKegg,C,TOR,1,21,0.69,0.655,0,0,0,0,0,0,0,100,NA,0,-43.48,3.67
20142015,Greg.McKegg,C,TOR,3,22,0.65,0.655,0,0,0,0,0,0,1,34.04,100,0,-10.98,9.73
20142015,Curtis.McKenzie,L,DAL,36,23,0.67,0.645,4,1,5,0.61,0.15,0.76,1,50.77,96.35,9.76,4.71,11
20132014,Frazer.McLaren,L,TOR,27,25,0.7,0.7,0,0,0,0,0,0,-2,40.65,97.03,0,2.63,3.99
20132014,Cody.McLeod,LR,COL,78,29,1.15,1.15,4,7,11,0.35,0.61,0.95,-2,40.87,101.22,4.88,1.79,8.87
20142015,Cody.McLeod,LR,COL,82,30,1.15,1.15,6,4,10,0.47,0.31,0.78,-10,38.79,101.53,7.59,-0.94,9.36
20132014,Brandon.McMillan,C,PHX,22,23,0.71,0.71,2,4,6,0.47,0.94,1.41,5,54.11,98.29,5.88,7.2,11.62
20142015,Brandon.McMillan,C,VAN/ARI,60,24,0.625,0.625,2,3,5,0.22,0.33,0.55,3,46.7,94.43,3.77,-17.46,9.17
20132014,Carson.McMillan,RC,MIN,1,25,0.575,0.575,0,0,0,0,0,0,0,36.36,100,NA,-14.13,8.35
20132014,Brayden.McNabb,D,BUF,12,22,0.84,0.715,0,0,0,0,0,0,5,45,102.78,0,-5.87,13.75
20142015,Brayden.McNabb,D,L.A,71,23,0.625,0.65,2,17,19,0.12,1.02,1.14,-2,57.08,101.13,3.12,7.85,14.04
20132014,Adam.McQuaid,D,BOS,30,26,1.5,1.567,1,5,6,0.15,0.73,0.87,-4,50.41,105.18,4,-3.07,13.72
20142015,Adam.McQuaid,D,BOS,63,27,1.8,1.567,1,5,6,0.06,0.3,0.36,-9,49.51,98.93,1.75,0.97,15.88
20132014,Jayson.Megna,C,PIT,38,23,0.925,0.925,5,4,9,0.79,0.63,1.42,3,45.02,100.55,13.51,12.91,9.98
20142015,Jayson.Megna,C,PIT,12,24,0.874,0.874,0,1,1,0,0.5,0.5,-3,45.45,98.66,0,-17.01,10.07
20132014,Julian.Melchiori,D,WPG,1,21,0.615,0.625,0,0,0,0,0,0,0,28.57,NA,NA,-4.44,7.71
20132014,Jon.Merrill,D,N.J,52,21,0.84,0.84,1,6,7,0.07,0.43,0.5,-3,53.58,99.15,2.94,3.45,16.2
20142015,Jon.Merrill,D,N.J,66,22,0.84,0.84,0,9,9,0,0.49,0.49,-2,45.45,99.6,0,3.9,16.81
20132014,Andrej.Meszaros,D,BOS/PHI,56,27,5.5,4,6,15,21,0.42,1.05,1.46,-6,48,102.35,8.22,3.98,15.36
20142015,Andrej.Meszaros,D,BUF,60,28,4.125,4.125,6,6,12,0.4,0.4,0.81,-11,38.77,100.52,13.64,8.42,14.85
20132014,Marc.Methot,D,OTT,75,28,3.25,3,4,13,17,0.18,0.6,0.78,-7,52.26,99.2,4.04,1.99,17.46
20142015,Marc.Methot,D,OTT,51,29,3.75,3,1,9,10,0.06,0.54,0.6,-6,53.8,102.75,2.04,5.18,19.5
20132014,Milan.Michalek,LR,OTT,82,28,6,4.333,11,15,26,0.62,0.85,1.47,0,51.94,97.29,8.15,8.53,12.98
20142015,Milan.Michalek,LR,OTT,72,29,4,4,8,14,22,0.55,0.96,1.5,0,48.7,100.4,7.77,-1.71,12.19
20132014,Zbynek.Michalek,D,PHX,59,30,4,4,2,7,9,0.12,0.43,0.55,-6,49.06,100.87,2.86,-6.44,16.5
20142015,Zbynek.Michalek,D,STL/ARI,74,31,4,4,3,6,9,0.15,0.29,0.44,-4,52,97.42,3.8,-10.41,16.72
20132014,Andy.Miele,C,PHX,7,25,0.675,0.675,0,2,2,0,1.95,1.95,0,44.53,115.95,0,19.08,8.81
20142015,Andrew.Miller,RC,EDM,9,25,0.675,0.675,0,3,3,0,1.44,1.44,1,46.15,92.17,0,-14.59,13.88
20132014,Drew.Miller,LR,DET,87,29,1.35,1.35,7,9,16,0.44,0.57,1.01,2,48.46,97.48,6.19,-9.28,10.96
20142015,Drew.Miller,LR,DET,89,30,1.35,1.35,5,7,12,0.33,0.46,0.79,-1,42.15,99.51,5.21,-25.68,10.19
20132014,J.T..Miller,C,NYR,34,20,NA,NA,3,3,6,0.52,0.52,1.04,-1,51.7,98.65,7.32,6.37,10.15
20142015,J.T..Miller,C,NYR,77,21,NA,NA,9,14,23,0.58,0.91,1.49,6,51.07,101.59,8.57,1.91,12.02
20132014,Kevan.Miller,D,BOS,58,25,0.55,0.55,1,5,6,0.07,0.34,0.4,0,50.43,103.14,2.22,6.17,15.41
20142015,Kevan.Miller,D,BOS,41,26,0.75,0.8,2,5,7,0.19,0.48,0.67,-2,49.81,104.76,5.71,-0.63,15.26
20132014,Brad.Mills,RC,CHI,3,30,0.55,0.55,0,0,0,0,0,0,0,53.49,92.95,0,3.64,9.17
20132014,John.Mitchell,C,COL,75,28,1.1,1.1,7,18,25,0.43,1.11,1.54,-2,45.91,103.57,7.95,-6.97,12.97
20142015,John.Mitchell,C,COL,68,29,1.7,1.8,7,13,20,0.46,0.86,1.32,3,41.9,100.15,8.54,-2.63,13.39
20132014,Torrey.Mitchell,C,BUF/MIN,67,28,1.5,1.7,2,8,10,0.19,0.78,0.97,-1,45.61,99.72,4.17,-15.98,9.21
20142015,Torrey.Mitchell,C,BUF/MTL,77,29,2.5,1.7,7,12,19,0.48,0.81,1.29,-5,40.94,101.02,12.5,-11.85,11.48
20132014,Willie.Mitchell,D,L.A,94,36,3.5,3.5,1,12,13,0.04,0.46,0.5,-23,54.39,101.62,1.15,-5.07,16.47
20142015,Willie.Mitchell,D,FLA,66,37,4.25,4.25,3,4,7,0.16,0.21,0.37,-1,50.37,100.11,4.05,-14.44,17.24
20132014,Travis.Moen,RL,MTL,69,31,1.85,1.85,2,9,11,0.2,0.92,1.12,1,44.95,99.77,3.92,-6,8.54
20142015,Travis.Moen,RL,DAL/MTL,44,32,1.85,1.85,2,6,8,0.32,0.97,1.29,-3,43.94,99.99,6.06,-9.09,8.47
20132014,Sean.Monahan,C,CGY,75,18,0.925,0.925,18,6,24,1.11,0.37,1.48,2,43.81,98.88,15.93,7.72,12.99
20142015,Sean.Monahan,C,CGY,92,19,0.925,0.925,17,17,34,0.76,0.76,1.52,7,44.7,101.17,11.89,5.54,14.62
20132014,Dominic.Moore,CL,NYR,98,33,1,1,8,12,20,0.48,0.73,1.21,7,47.2,98.73,7.14,-31.57,10.13
20142015,Dominic.Moore,CL,NYR,101,34,1.5,1.5,8,14,22,0.41,0.72,1.14,-4,47.45,98.47,6.02,-28.33,11.49
20132014,John.Moore,D,NYR,95,22,0.81,0.84,3,8,11,0.14,0.38,0.52,-1,51.33,100.5,2.88,19.11,13.34
20142015,John.Moore,D,NYR/ARI,57,23,0.851,0.851,2,5,7,0.15,0.38,0.53,0,50.41,100.66,3.39,12.43,13.87
20132014,Jeremy.Morin,RL,CHI,26,22,0.725,0.735,5,6,11,1.34,1.6,2.94,2,61.96,98.44,10.87,17.71,8.64
20142015,Jeremy.Morin,RL,CBJ/CHI,43,23,0.7,0.8,2,4,6,0.28,0.56,0.85,1,53.29,99.17,2.86,2.68,9.89
20132014,Travis.Morin,C,DAL,4,29,0.55,0.55,0,1,1,0,1.46,1.46,0,51.72,106.78,0,5.44,10.26
20142015,Travis.Morin,C,DAL,6,30,0.55,0.55,0,0,0,0,0,0,0,63.93,103.03,0,8.71,10.8
20132014,Derek.Morris,D,PHX,63,35,2.75,2.75,5,10,15,0.29,0.58,0.88,-10,50.23,99.87,7.46,-2.72,16.32
20132014,Brenden.Morrow,L,STL,73,34,1.5,1.5,9,9,18,0.7,0.7,1.39,-7,48.8,101.52,18,7.06,10.62
20142015,Brenden.Morrow,L,T.B,94,35,1.55,1.55,3,5,8,0.22,0.36,0.58,-9,50.57,98.44,7.32,-11.96,8.88
20142015,Joe.Morrow,D,BOS,15,21,0.833,0.863,1,0,1,0.26,0,0.26,2,50.37,103.82,5,0.83,15.2
20132014,Simon.Moser,LR,NSH,6,24,0.57,0.57,1,1,2,1.08,1.08,2.16,-1,59.09,97.14,14.29,18.37,9.25
20132014,David.Moss,R,PHX,79,31,2.1,2.1,8,12,20,0.52,0.77,1.29,6,52.33,100.48,5.8,6.29,11.8
20142015,David.Moss,R,ARI,60,32,0.8,0.8,3,4,7,0.28,0.37,0.65,-2,49.15,95.14,3.7,-10.51,10.83
20132014,Mike.Mottau,D,FLA,8,35,0.7,0.7,0,0,0,0,0,0,-2,39.87,98.11,0,-0.65,11.19
20142015,Kael.Mouillierat,C,NYI,6,27,0.675,0.675,1,1,2,1.24,1.24,2.49,-1,44.09,95.11,100,0.95,8.03
20132014,Matt.Moulson,L,BUF/MIN/NYI,85,29,3.9,3.133,13,18,31,0.66,0.92,1.58,2,48.09,101.8,8.9,3.46,13.83
20142015,Matt.Moulson,L,BUF,77,30,6,5,10,19,29,0.56,1.06,1.61,6,40.18,101.49,9.01,5.74,14.03
20132014,Chris.Mueller,C,DAL,13,27,0.6,0.6,0,0,0,0,0,0,0,49.2,91.3,0,8.13,8.18
20142015,Chris.Mueller,C,NYR,7,28,0.6,0.6,0,0,0,0,0,0,1,48.11,95.69,0,-13.73,9.09
20142015,Mirco.Mueller,D,S.J,39,19,0.925,0.925,1,3,4,0.1,0.3,0.41,0,50.4,96.55,3.7,2.5,15.19
20132014,Connor.Murphy,D,PHX,30,20,0.925,0.863,1,7,8,0.13,0.89,1.02,0,51.12,100.51,3.85,2.75,15.7
20142015,Connor.Murphy,D,ARI,73,21,0.833,0.863,4,3,7,0.22,0.17,0.39,0,44.78,97.27,6.06,2.69,14.78
20132014,Ryan.Murphy,D,CAR,48,20,0.925,0.863,1,7,8,0.08,0.59,0.67,5,48.81,99.26,1.59,14.43,14.86
20142015,Ryan.Murphy,D,CAR,37,21,0.833,0.863,1,7,8,0.11,0.75,0.86,-2,51.11,97.15,2.33,10.95,15.08
20132014,Douglas.Murray,D,MTL,56,33,1.5,1.5,0,2,2,0,0.19,0.19,-1,40.7,97.01,0,4.45,11.52
20132014,Ryan.Murray,D,CBJ,70,19,0.925,0.894,1,10,11,0.06,0.56,0.62,-1,50.78,101.01,2.33,5.78,15.21
20142015,Ryan.Murray,D,CBJ,12,20,0.925,0.894,0,1,1,0,0.32,0.32,-3,49.84,98.95,0,-0.12,15.52
20142015,David.Musil,D,EDM,4,21,0.925,0.894,0,1,1,0,0.83,0.83,-1,44.81,99.36,0,-7.6,18.06
20132014,Jake.Muzzin,D,L.A,102,24,1,1,5,17,22,0.18,0.62,0.81,-12,58.99,100.48,3.11,5.81,16.06
20142015,Jake.Muzzin,D,L.A,76,25,1,1,6,19,25,0.26,0.83,1.09,0,58.12,97.8,5.22,2.98,18.08
20132014,Tyler.Myers,D,BUF,62,23,6,5.5,4,6,10,0.24,0.36,0.6,-6,44.5,97.2,6.56,-4.73,16.11
20142015,Tyler.Myers,D,BUF/WPG,75,24,5,5.5,5,13,18,0.22,0.57,0.79,-12,39.6,102.01,6.1,-8.2,18.24
20132014,Vladislav.Namestnikov,LC,T.B,4,20,0.925,0.925,0,0,0,0,0,0,-2,46.75,100,0,-15.46,9.25
20142015,Vladislav.Namestnikov,LC,T.B,55,21,0.925,0.925,8,7,15,0.9,0.79,1.69,6,47.82,100.35,17.78,-2.57,9.69
20132014,Rick.Nash,LR,NYR,90,29,7.8,7.8,20,13,33,1.02,0.66,1.68,16,53.53,100.83,7.78,2.98,13.13
20142015,Rick.Nash,LR,NYR,98,30,7.9,7.8,31,27,58,1.46,1.28,2.74,-2,50.83,103.55,11.4,8.25,12.96
20132014,Riley.Nash,CR,CAR,73,24,0.55,0.575,9,10,19,0.69,0.77,1.45,4,50.59,100.34,12.68,8.59,10.74
20142015,Riley.Nash,CR,CAR,68,25,0.6,0.575,7,12,19,0.51,0.87,1.37,2,52.59,97.76,9.33,0.38,12.21
20132014,Joonas.Nattinen,C,MTL,1,22,0.64,0.632,0,0,0,0,0,0,0,0,NA,NA,-57.69,2.06
20132014,James.Neal,RL,PIT,72,26,5,5,16,18,34,0.96,1.08,2.04,6,55.25,101.1,8.74,9.87,13.9
20142015,James.Neal,RL,NSH,73,27,5,5,19,14,33,1.08,0.8,1.88,4,56.74,101.12,10.05,19.2,14.44
20132014,Chris.Neil,R,OTT,76,34,2.1,1.9,8,4,12,0.56,0.28,0.85,-16,50.73,98.62,9.09,-6.8,11.21
20142015,Chris.Neil,R,OTT,40,35,2.1,1.9,1,3,4,0.16,0.47,0.63,0,45.28,103.01,4.76,-6.01,9.53
20132014,Brock.Nelson,CL,NYI,72,21,0.9,0.9,10,8,18,0.76,0.61,1.37,9,53.31,96.49,10.31,-2.37,10.98
20142015,Brock.Nelson,CL,NYI,88,22,0.9,0.9,11,16,27,0.65,0.94,1.59,12,52.64,100.13,8.53,-10.46,11.55
20132014,Patrik.Nemeth,D,DAL,12,21,0.79,0.763,0,0,0,0,0,0,-4,49.62,93.84,0,-1.45,12.64
20142015,Patrik.Nemeth,D,DAL,22,22,0.81,0.763,0,3,3,0,0.56,0.56,-2,53.45,98.14,0,8.68,14.58
20132014,Aaron.Ness,D,NYI,20,23,0.875,0.792,1,2,3,0.22,0.45,0.67,-2,48.18,93.35,4.55,9.03,13.35
20142015,Nikita.Nesterov,D,T.B,44,21,0.743,0.743,2,7,9,0.22,0.77,0.99,-4,54.98,102.31,5.13,14.77,12.46
20142015,Andrej.Nestrasil,C,CAR/DET,54,23,0.55,0.55,5,9,14,0.48,0.86,1.33,0,56.26,99.1,7.04,1.36,11.67
20132014,Kris.Newbury,CL,PHI,4,31,0.6,0.6,0,1,1,0,2.91,2.91,-1,34.48,105.19,0,25.98,5.16
20132014,Valeri.Nichushkin,R,DAL,85,18,0.925,0.925,12,18,30,0.66,0.99,1.66,15,50.95,103.63,10.26,4.4,12.77
20142015,Valeri.Nichushkin,R,DAL,8,19,0.925,0.925,0,1,1,0,0.61,0.61,0,50,97.14,0,7.58,12.3
20132014,Nino.Niederreiter,LR,MIN,94,21,0.81,0.87,14,17,31,0.71,0.86,1.56,-2,50.61,101.29,9.66,6.29,12.65
20142015,Nino.Niederreiter,LR,MIN,90,22,1.9,2.667,15,10,25,0.82,0.54,1.36,9,51.67,99.04,11.03,-9.29,12.26
20132014,Frans.Nielsen,C,NYI,80,29,2.5,2.75,15,16,31,0.96,1.02,1.98,8,50.67,97.82,13.64,-5.93,11.72
20142015,Frans.Nielsen,C,NYI,85,30,3,2.75,9,14,23,0.55,0.86,1.41,6,51.44,100.31,7.76,-7.11,11.51
20132014,Matt.Nieto,LR,S.J,73,20,0.693,0.759,11,12,23,0.73,0.79,1.52,8,51.75,99.13,8.87,0.76,12.43
20142015,Matt.Nieto,LR,S.J,72,21,0.792,0.759,6,13,19,0.39,0.85,1.24,-1,52.64,96.26,5.41,-0.43,12.82
20132014,Nikita.Nikitin,D,CBJ,72,27,2.5,2.15,1,13,14,0.06,0.73,0.78,-4,49.23,101.96,1.18,3.34,14.94
20142015,Nikita.Nikitin,D,EDM,42,28,4.5,4.5,1,3,4,0.09,0.28,0.37,0,48.85,95.33,1.52,4.99,15.46
20132014,Matt.Niskanen,D,PIT,94,26,2.5,2.3,6,24,30,0.24,0.95,1.19,-18,53.55,102.57,5.22,0.16,16.13
20142015,Matt.Niskanen,D,WSH,96,27,5.75,5.75,2,18,20,0.07,0.63,0.7,-17,51.42,99.9,1.89,-1.01,17.8
20142015,Stefan.Noesen,RL,ANA,1,21,0.833,0.863,0,0,0,0,0,0,1,44.44,100,NA,-51.85,7.47
20132014,Jordan.Nolan,RL,L.A,67,24,0.7,0.7,6,4,10,0.61,0.41,1.02,5,52.77,98.55,10.34,4.01,8.8
20142015,Jordan.Nolan,RL,L.A,60,25,0.7,0.7,6,3,9,0.62,0.31,0.93,2,48.82,98.45,13.64,-1.18,9.72
20132014,Joakim.Nordstrom,C,CHI,23,21,0.6,0.6,1,2,3,0.26,0.53,0.79,1,46.74,95.54,3.23,-26.82,9.85
20142015,Joakim.Nordstrom,C,CHI,41,22,0.6,0.6,0,2,2,0,0.29,0.29,4,48.75,94.81,0,-49.92,10.25
20132014,Ryan.Nugent-Hopkins,C,EDM,80,20,0.925,0.925,11,20,31,0.56,1.01,1.57,4,44.92,100.31,9.57,19.11,14.85
20142015,Ryan.Nugent-Hopkins,C,EDM,76,21,6,6,19,18,37,0.98,0.93,1.92,11,49.88,98.93,13.97,16.82,15.25
20142015,Darnell.Nurse,D,EDM,2,19,0.925,0.894,0,0,0,0,0,0,0,56.36,82.86,0,41.07,15.21
20132014,Gustav.Nyquist,LR,DET,62,24,0.85,0.95,21,16,37,1.6,1.22,2.82,6,54.94,104.63,17.21,-0.56,12.68
20142015,Gustav.Nyquist,LR,DET,89,25,1.05,0.95,12,15,27,0.64,0.8,1.44,14,53.14,98.93,8.16,7.58,12.63
