season,Name,Position,Team,Games,Age,Salary,AAV,Goals,Assists,Points,Goals/60,Assists/60,Points/60,Penalty_Diff,CF%,PDO,PSh%,ZSO%Rel,TOI/Gm
20132014,Stephen.Gionta,CR,N.J,66,29,0.6,0.562,3,6,9,0.26,0.52,0.78,4,49.95,97.22,3.9,-14.37,10.53
20142015,Stephen.Gionta,CR,N.J,61,30,0.85,0.85,5,3,8,0.47,0.28,0.76,6,47.76,100.97,6.49,-9.79,10.42
20132014,Mark.Giordano,D,CGY,64,29,4,4.02,7,15,22,0.37,0.8,1.17,-7,53.35,99.54,6.14,-8.81,17.64
20142015,Mark.Giordano,D,CGY,61,30,4,4.02,4,18,22,0.21,0.97,1.18,0,48.44,101.19,4.55,-4.85,18.33
20132014,Daniel.Girardi,D,NYR,106,29,3.4,3.325,4,16,20,0.13,0.51,0.64,-4,48.28,100.33,4.94,-6.63,17.61
20142015,Daniel.Girardi,D,NYR,101,30,7,5.5,3,17,20,0.1,0.58,0.68,1,45.97,101.5,3.12,-11.56,17.42
20132014,Zemgus.Girgensons,CL,BUF,70,19,0.925,0.894,7,12,19,0.48,0.82,1.3,11,44.68,98.9,7.14,4.63,12.56
20142015,Zemgus.Girgensons,CL,BUF,61,20,0.925,0.894,11,10,21,0.77,0.7,1.47,9,35.59,99.44,12.09,-0.49,14.09
20132014,Claude.Giroux,C,PHI,89,25,5,3.75,16,26,42,0.74,1.21,1.95,9,53.14,101.01,10.81,4.97,14.49
20142015,Claude.Giroux,C,PHI,81,26,10,8.275,11,20,31,0.53,0.97,1.5,2,52.76,99.94,5.85,1.9,15.27
20132014,Tanner.Glass,L,PIT,75,29,1.1,1.1,3,9,12,0.24,0.73,0.97,2,39.12,98.17,5.08,-15.52,9.92
20142015,Tanner.Glass,L,NYR,85,30,1.9,1.45,1,5,6,0.08,0.38,0.45,0,43.73,97.01,1.67,-22.51,9.34
20132014,Tim.Gleason,D,CAR/TOR,56,30,4.5,4,1,4,5,0.07,0.3,0.37,-8,42.16,96.82,2.5,-6.51,14.47
20142015,Tim.Gleason,D,CAR/WSH,86,31,1.2,1.2,1,9,10,0.05,0.44,0.49,7,48.56,97.77,1.75,3.86,14.37
20132014,Curtis.Glencross,L,CGY,38,30,2.5,2.55,7,6,13,0.8,0.68,1.48,-1,42.74,97.82,11.29,-2.64,13.83
20142015,Curtis.Glencross,L,CGY/WSH,81,31,2.5,2.55,9,12,21,0.53,0.7,1.23,-5,45.57,100.68,9.18,-7.99,12.64
20132014,Luke.Glendening,C,DET,61,24,0.575,0.575,2,6,8,0.18,0.53,0.7,3,46.14,97.34,4.17,-5.3,11.16
20142015,Luke.Glendening,C,DET,89,25,0.61,0.628,9,7,16,0.55,0.43,0.99,-6,43.89,101.81,9.68,-26.56,10.93
20132014,Marcel.Goc,C,FLA/PIT,83,30,1.7,1.7,9,12,21,0.53,0.7,1.23,3,51.27,98.55,8.91,-10.89,12.32
20142015,Marcel.Goc,C,PIT/STL,78,31,1.2,1.2,3,5,8,0.26,0.43,0.68,0,50.28,98.56,4.23,-5.63,9
20132014,Alex.Goligoski,D,DAL,87,28,4.6,4.6,4,19,23,0.16,0.78,0.94,-5,51.19,101.36,4.76,-4.34,16.8
20142015,Alex.Goligoski,D,DAL,81,29,4.8,4.6,4,20,24,0.17,0.85,1.02,2,53.63,100.05,4,-3.05,17.41
20132014,Cody.Goloubef,D,CBJ,5,23,0.827,0.827,0,0,0,0,0,0,-1,47.44,100,0,8.19,10.08
20142015,Cody.Goloubef,D,CBJ,36,24,0.625,0.625,0,8,8,0,0.94,0.94,-4,50.17,104.64,0,3.86,14.23
20132014,Scott.Gomez,C,FLA,46,33,NA,NA,2,8,10,0.23,0.91,1.14,-3,48.35,96.85,4.08,-2.84,11.44
20142015,Scott.Gomez,C,N.J,58,34,0.55,0.55,6,12,18,0.46,0.91,1.37,8,47.11,100.66,10.71,14.35,13.57
20132014,Sergei.Gonchar,D,DAL,82,39,5,5,1,7,8,0.05,0.37,0.42,-5,48.41,99.71,1.61,8.97,13.96
20142015,Sergei.Gonchar,D,DAL/MTL,48,40,5,5,1,9,10,0.08,0.76,0.85,-8,46.31,102.43,3.85,2.24,14.79
20142015,Barclay.Goodrow,LR,S.J,60,21,0.61,0.627,4,7,11,0.4,0.69,1.09,-3,47.31,99.94,6.06,-3.1,10.11
20132014,Boyd.Gordon,C,EDM,74,29,3,3,4,8,12,0.29,0.58,0.88,-6,42.12,97.47,6.25,-41.59,11.09
20142015,Boyd.Gordon,C,EDM,68,30,3,3,4,6,10,0.34,0.52,0.86,3,43.45,97.17,7.27,-42.51,10.23
20132014,Josh.Gorges,D,MTL,83,29,3.9,3.9,1,13,14,0.04,0.55,0.6,-3,45.82,101.99,3.03,-1.15,16.95
20142015,Josh.Gorges,D,BUF,46,30,3.9,3.9,0,5,5,0,0.37,0.37,-4,34.09,98.18,0,-10.36,17.49
20132014,Brandon.Gormley,D,PHX,5,21,0.81,0.84,0,0,0,0,0,0,0,47.75,113.33,0,-0.68,13.72
20142015,Brandon.Gormley,D,ARI,27,22,0.81,0.84,1,2,3,0.17,0.35,0.52,0,48.73,97.25,2.94,12.14,12.73
20142015,Shayne.Gostisbehere,D,PHI,2,21,0.925,0.925,0,0,0,0,0,0,0,34.88,87.5,0,24.01,10.15
20132014,Michael.Grabner,L,NYI,64,25,3,3,6,13,19,0.51,1.11,1.62,4,50.78,95.67,5.83,-6.71,10.99
20142015,Michael.Grabner,L,NYI,36,26,4,3,7,5,12,1.06,0.76,1.82,1,49.69,100.33,12.73,-16.85,10.97
20132014,Mikhail.Grabovski,C,WSH,58,29,3,3,8,15,23,0.62,1.16,1.78,4,51,102.5,12.12,0.29,13.36
20142015,Mikhail.Grabovski,C,NYI,54,30,4,5,9,9,18,0.8,0.8,1.59,9,55.05,100.59,12.16,-10.74,12.54
20132014,Petter.Granberg,D,TOR,1,21,0.8,0.8,0,0,0,0,0,0,0,19.05,100,NA,-13.1,11.21
20142015,Petter.Granberg,D,TOR,7,22,0.8,0.8,0,0,0,0,0,0,-3,42.11,101.42,0,10.19,9.32
20132014,Markus.Granlund,C,CGY,7,20,0.743,0.767,1,1,2,0.95,0.95,1.91,0,45,107.31,14.29,3.33,9
20142015,Markus.Granlund,C,CGY,51,21,0.767,0.767,7,10,17,0.73,1.05,1.78,3,41.4,100.24,11.86,8.01,11.23
20132014,Mikael.Granlund,C,MIN,76,21,0.9,0.9,8,26,34,0.46,1.5,1.96,3,49.59,101.53,7.34,6.18,13.7
20142015,Mikael.Granlund,C,MIN,78,22,0.9,0.9,9,24,33,0.47,1.26,1.73,4,51.89,101.4,9.38,12.79,14.64
20132014,Alex.Grant,D,ANA,2,24,0.55,0.55,2,0,2,4.51,0,4.51,-1,60,115.79,100,13.47,13.3
20132014,Derek.Grant,CL,OTT,20,23,0.66,0.605,0,2,2,0,0.83,0.83,0,54.1,92.89,0,-1.59,7.2
20142015,Tyler.Graovac,C,MIN,3,21,0.767,0.748,0,0,0,0,0,0,1,41.46,100,0,-6.58,8.9
20132014,Denis.Grebeshkov,D,EDM,7,29,1.5,1.5,0,1,1,0,0.7,0.7,-1,52.35,100.23,0,5.53,12.31
20132014,Andrew.Greene,D,N.J,82,30,3.25,3,3,10,13,0.13,0.42,0.55,-6,56.35,97.42,3.3,-9.02,17.27
20142015,Andrew.Greene,D,N.J,82,31,3.5,3,3,16,19,0.12,0.65,0.78,1,48.06,100.68,4.29,-8.8,17.92
20132014,Colin.Greening,L,OTT,76,27,0.95,0.817,3,9,12,0.2,0.61,0.81,5,50.86,96.61,3.12,-6.64,11.74
20142015,Colin.Greening,L,OTT,26,28,2,2.65,0,0,0,0,0,0,-3,51.32,94.38,0,-5.24,9.91
20132014,Matt.Greene,D,L.A,58,30,3.25,2.95,1,8,9,0.08,0.67,0.75,-13,57.65,99.41,2.22,3.1,12.42
20142015,Matt.Greene,D,L.A,82,31,2.5,2.5,3,6,9,0.16,0.32,0.49,-11,54.31,98.95,4.41,4.31,13.56
20132014,Mike.Green,D,WSH,70,27,6,6,5,16,21,0.23,0.75,0.98,-9,51.66,98.28,4.5,4.09,18.3
20142015,Mike.Green,D,WSH,86,28,6,6,9,17,26,0.41,0.78,1.19,-9,51.76,101.42,6.72,11.47,15.25
20142015,Seth.Griffith,R,BOS,30,21,0.743,0.759,5,2,7,0.88,0.35,1.23,-2,49.36,100.24,17.86,0.69,11.38
20132014,Mikhail.Grigorenko,CL,BUF,18,19,0.925,0.925,2,0,2,0.64,0,0.64,-1,39.74,100.38,11.11,0.59,10.34
20142015,Mikhail.Grigorenko,CL,BUF,25,20,0.925,0.925,2,2,4,0.34,0.34,0.69,1,39.33,97.92,6.67,-2.11,13.92
20142015,Rocco.Grimaldi,RC,FLA,7,21,0.925,0.925,0,0,0,0,0,0,2,56.91,96.3,0,-0.56,11.11
20132014,Nicklas.Grossmann,D,PHI,82,28,3.5,3.5,1,9,10,0.05,0.42,0.47,-8,47.44,99.28,1.56,-7.29,15.61
20142015,Nicklas.Grossmann,D,PHI,68,29,3.5,3.5,5,9,14,0.3,0.53,0.83,-8,46.27,102.71,14.29,1.93,14.86
20132014,Eric.Gryba,D,OTT,57,25,0.6,0.562,2,8,10,0.16,0.62,0.78,-5,50.9,102.25,3.85,-10.31,13.52
20142015,Eric.Gryba,D,OTT,81,26,1.2,1.25,0,11,11,0,0.64,0.64,-15,47.26,101.24,0,-9.66,12.78
20132014,Radko.Gudas,D,T.B,76,23,0.575,0.992,1,15,16,0.05,0.74,0.79,-17,48.74,100.43,1,-1.75,15.95
20142015,Radko.Gudas,D,T.B,31,24,1,0.992,2,3,5,0.25,0.37,0.62,-8,52.37,97.54,3.45,3.6,15.64
20132014,Erik.Gudbranson,D,FLA,65,21,0.9,0.9,3,5,8,0.19,0.31,0.49,3,51.18,98.71,3.57,0.12,14.95
20142015,Erik.Gudbranson,D,FLA,76,22,2.25,2.5,4,5,9,0.21,0.26,0.47,-3,49.43,99.65,4.6,-11.99,15.09
20132014,Nathan.Guenin,D,COL,75,30,0.6,0.6,1,8,9,0.06,0.46,0.52,-5,44.6,101.46,2,9.68,13.92
20142015,Nathan.Guenin,D,COL,76,31,0.75,0.8,2,13,15,0.11,0.73,0.84,-4,39.55,103.77,5.71,-0.68,14.06
20132014,Carl.Gunnarsson,D,TOR,80,26,2.85,3.15,3,12,15,0.15,0.59,0.74,-12,40.06,103.3,7.5,-3.15,15.26
20142015,Carl.Gunnarsson,D,STL,67,27,3.15,3.15,2,8,10,0.11,0.45,0.57,5,50.22,100.77,4.88,9.24,15.85
20132014,Erik.Gustafsson,D,PHI,33,24,1,1,2,6,8,0.24,0.71,0.94,-1,48.61,102.56,6.9,0.16,15.46
20132014,Carl.Hagelin,L,NYR,97,25,2.1,2.25,17,19,36,0.8,0.89,1.69,0,51.33,99.89,9.39,10.72,13.14
20142015,Carl.Hagelin,L,NYR,101,26,2.4,2.25,14,19,33,0.65,0.88,1.52,1,50.59,100.98,7.41,2.18,12.89
20132014,Ron.Hainsey,D,CAR,82,32,2,2,4,6,10,0.17,0.25,0.41,-3,51.07,98.21,6.35,-4.65,17.69
20142015,Ron.Hainsey,D,CAR,81,33,3,2.833,2,5,7,0.08,0.21,0.3,-2,51.95,96.79,2.74,1.43,17.47
20142015,Micheal.Haley,LR,S.J,4,28,0.6,0.6,0,0,0,0,0,0,1,35.42,94.74,0,-30.7,7.52
20132014,Matt.Halischuk,RL,WPG,46,25,0.65,0.65,5,5,10,0.64,0.64,1.28,3,44.47,100.01,9.09,4.75,10.19
20142015,Matt.Halischuk,RL,WPG,48,26,0.725,0.725,3,5,8,0.41,0.69,1.1,1,48.34,101.64,5,1.44,9.1
20132014,Adam.Hall,RC,PHI,87,33,0.6,0.6,2,4,6,0.21,0.41,0.62,-6,43.44,96.03,4,-28.21,6.66
20132014,Taylor.Hall,L,EDM,75,21,6,6,16,37,53,0.84,1.94,2.78,8,44.41,100.73,9.64,17.37,15.23
20142015,Taylor.Hall,L,EDM,53,22,6,6,7,19,26,0.5,1.36,1.86,-3,50.35,101.46,6.8,8.75,15.83
20132014,Mike.Halmo,RL,NYI,20,22,0.925,0.864,1,0,1,0.32,0,0.32,2,53.38,98.54,4.17,8.26,9.3
20132014,Jeff.Halpern,CR,PHX,69,37,0.6,0.6,5,7,12,0.54,0.76,1.3,-1,48.94,97.35,11.9,-20.68,8.01
20132014,Dan.Hamhuis,D,VAN,79,30,4.25,4.5,5,14,19,0.22,0.61,0.82,8,51.44,101.63,4.31,-3.2,17.52
20142015,Dan.Hamhuis,D,VAN,65,31,4.25,4.5,0,14,14,0,0.79,0.79,-5,52.11,98.27,0,-3.85,16.42
20142015,Curtis.Hamilton,L,EDM,1,22,0.725,0.725,0,0,0,0,0,0,-1,19.05,100,NA,10.51,8.05
20132014,Dougie.Hamilton,D,BOS,76,20,0.925,0.894,6,15,21,0.3,0.75,1.05,-16,56.42,103.11,5.83,-3.98,15.79
20142015,Dougie.Hamilton,D,BOS,72,21,0.833,0.894,3,19,22,0.15,0.96,1.11,-9,54.91,98.57,2.38,-5.2,16.5
20132014,Freddie.Hamilton,CR,S.J,11,21,0.64,0.627,0,0,0,0,0,0,0,47.31,92.05,0,14.01,10.23
20142015,Freddie.Hamilton,CR,COL/S.J,18,22,0.625,0.627,1,0,1,0.46,0,0.46,0,38.86,100.83,9.09,9.93,7.2
20132014,Ryan.Hamilton,L,EDM,2,28,0.6,0.6,0,0,0,0,0,0,1,42.86,71.43,NA,-15.38,8.47
20142015,Ryan.Hamilton,L,EDM,16,29,0.6,0.6,0,1,1,0,0.32,0.32,-2,40.99,95.51,0,-6.92,11.54
20132014,Travis.Hamonic,D,NYI,69,23,1.25,3.857,1,12,13,0.05,0.54,0.59,-7,50.16,99.93,0.99,-3.01,19.31
20142015,Travis.Hamonic,D,NYI,71,24,2.5,3.857,4,19,23,0.19,0.9,1.09,-10,50.85,100.72,3.88,-2.22,17.88
20132014,Michal.Handzus,C,CHI,78,36,1,1,5,10,15,0.37,0.74,1.1,-4,48.27,96.68,9.43,3.84,10.46
20132014,Scott.Hannan,D,S.J,63,34,1,1,3,9,12,0.19,0.57,0.76,-9,50,99.38,5.26,0.36,15.06
20142015,Scott.Hannan,D,S.J,58,35,1,1,2,5,7,0.14,0.36,0.5,-9,47.32,101.06,4.08,6.1,14.43
20132014,Ben.Hanowski,LR,CGY,11,22,0.9,0.9,0,2,2,0,1.49,1.49,0,44.27,95.75,0,22,7.32
20132014,Jannik.Hansen,RL,VAN,71,27,1.1,1.35,9,8,17,0.57,0.51,1.07,0,51.81,97.69,9.89,-1.14,13.38
20142015,Jannik.Hansen,RL,VAN,87,28,1.5,2.5,12,17,29,0.69,0.98,1.68,3,48.97,98.97,9.84,-3.84,11.92
20132014,Martin.Hanzal,C,PHX,65,26,2.75,3.1,10,15,25,0.67,1,1.67,-4,49.94,98.91,8.26,-2.58,13.8
20142015,Martin.Hanzal,C,ARI,37,27,3.25,3.1,6,11,17,0.73,1.33,2.06,0,52.43,99.02,10.17,1.74,13.4
20132014,Jay.Harrison,D,CAR,68,30,1.5,1.5,2,6,8,0.12,0.36,0.48,-6,47.88,100.75,2.74,4.11,14.58
20142015,Jay.Harrison,D,CAR/WPG,55,31,1.5,1.5,2,5,7,0.16,0.4,0.56,-13,50.18,99.82,4.88,0.67,13.63
20142015,Scott.Harrington,D,PIT,10,21,0.55,0.589,0,0,0,0,0,0,-2,52.94,85.01,0,8.53,13.4
20132014,Peter.Harrold,D,N.J,33,30,0.8,0.8,0,4,4,0,0.47,0.47,1,54.68,100.06,0,-4.83,15.53
20142015,Peter.Harrold,D,N.J,43,31,0.8,0.8,3,1,4,0.32,0.11,0.43,4,43.43,99.58,10.34,-2.8,12.94
20142015,Ryan.Hartman,R,CHI,5,19,0.925,0.925,0,0,0,0,0,0,0,55.84,92.86,0,2.22,8.91
20132014,Scott.Hartnell,L,PHI,85,31,6,4.75,10,22,32,0.54,1.19,1.72,4,54.1,101.29,6.25,11.15,13.1
20142015,Scott.Hartnell,L,CBJ,77,32,5,4.75,17,21,38,0.94,1.16,2.1,-10,51.59,99.83,10.9,3.74,14.09
20132014,Erik.Haula,CL,MIN,59,22,0.9,0.9,9,11,20,0.96,1.18,2.14,-2,50.72,104.56,11.39,-5.43,9.5
20142015,Erik.Haula,CL,MIN,74,23,0.9,0.9,7,6,13,0.58,0.49,1.07,0,48.48,97.42,8.24,-12.13,9.85
20132014,Martin.Havlat,RL,S.J,49,32,5,5,10,8,18,1.01,0.81,1.83,5,49.96,103.56,18.18,11.11,12.06
20142015,Martin.Havlat,RL,N.J,40,33,1.5,1.5,2,6,8,0.24,0.73,0.97,1,45.07,98.88,5.13,-7.63,12.33
20132014,Eriah.Hayes,RL,S.J,15,25,0.9,0.9,1,0,1,0.5,0,0.5,1,51.64,96.89,5.88,7.94,8.02
20142015,Eriah.Hayes,RL,S.J,4,26,0.9,0.9,0,0,0,0,0,0,-1,43.86,90,0,-3.06,9.27
20132014,Jimmy.Hayes,R,CHI/FLA,55,23,0.688,0.654,8,6,14,0.89,0.67,1.57,-3,47.46,100.91,12.7,-0.94,9.76
20142015,Jimmy.Hayes,R,FLA,72,24,0.925,0.925,15,8,23,0.98,0.52,1.5,6,51.74,100.68,10.79,6.24,12.75
20142015,Kevin.Hayes,C,NYR,98,22,0.9,0.9,15,25,40,0.78,1.3,2.08,-1,51.22,101.21,12.61,13.88,11.75
20132014,Dany.Heatley,LR,MIN,87,32,5,7.5,9,15,24,0.53,0.88,1.42,1,45.69,99.89,11.25,4.09,11.69
20142015,Dany.Heatley,LR,ANA,6,33,1,1,0,0,0,0,0,0,0,42.74,94.02,0,10.63,11.19
20132014,Victor.Hedman,D,T.B,79,22,3,4,9,24,33,0.41,1.09,1.49,-16,54.02,99.99,7.03,5.21,16.78
20142015,Victor.Hedman,D,T.B,85,23,4,4,7,24,31,0.29,1,1.3,0,54.65,101.48,5.47,7.28,16.89
20132014,Jan.Hejda,D,COL,85,35,3.25,3.25,6,9,15,0.23,0.35,0.58,-11,44.02,101.21,8.57,-8.48,18.2
20142015,Jan.Hejda,D,COL,81,36,3.25,3.25,1,11,12,0.04,0.47,0.51,-14,43.5,99.14,1.28,-2.51,17.46
20142015,Seth.Helgeson,D,N.J,22,23,0.595,0.595,0,2,2,0,0.45,0.45,-2,43.78,105.34,0,-10.38,12.07
20132014,Darren.Helm,C,DET,47,26,1.75,2.125,9,8,17,0.96,0.85,1.81,13,51.96,100.52,11.84,-3.38,11.96
20142015,Darren.Helm,C,DET,82,27,2.5,2.125,8,13,21,0.48,0.78,1.25,18,57.19,98.79,6.06,3,12.27
20132014,Ales.Hemsky,R,EDM/OTT,75,30,5.5,5,11,16,27,0.7,1.01,1.71,0,49.64,98.74,9.09,0.96,12.62
20142015,Ales.Hemsky,R,DAL,76,31,4,4,8,14,22,0.56,0.98,1.54,8,51.94,98.78,6.67,9.47,11.24
20132014,Matt.Hendricks,LR,EDM/NSH,77,32,1.85,1.85,4,2,6,0.32,0.16,0.48,-10,41.55,97.39,4.88,-23.43,9.83
20142015,Matt.Hendricks,LR,EDM,71,33,1.85,1.85,5,5,10,0.39,0.39,0.79,-9,45.09,95.01,5.56,-35.58,10.75
20132014,Adam.Henrique,CL,N.J,77,23,2,4,15,8,23,0.88,0.47,1.36,7,52.98,99.42,16.3,-1.97,13.21
20142015,Adam.Henrique,CL,N.J,75,24,3,4,10,13,23,0.6,0.78,1.38,-2,45.86,101.36,9.71,0.57,13.32
20132014,Tomas.Hertl,RL,S.J,44,19,0.925,0.925,12,12,24,1.33,1.33,2.65,4,55.23,100.47,13.19,6.98,12.35
20142015,Tomas.Hertl,RL,S.J,82,20,0.925,0.925,10,12,22,0.57,0.68,1.25,6,53.95,99.23,7.87,-1.59,12.9
20132014,Thomas.Hickey,D,NYI,82,24,0.6,0.675,3,15,18,0.14,0.7,0.84,-7,50.56,99.86,3.53,1.66,15.76
20142015,Thomas.Hickey,D,NYI,88,25,0.75,0.675,1,18,19,0.04,0.76,0.8,-1,51.82,97.61,1.23,-0.39,16.25
20132014,Chris.Higgins,L,VAN,78,30,2.5,2.5,14,18,32,0.74,0.95,1.7,-6,50.71,98.73,8.33,-8.59,14.51
20142015,Chris.Higgins,L,VAN,83,31,2.5,2.5,8,20,28,0.48,1.2,1.68,6,50.95,100.27,6.02,-2.31,12.08
20132014,Jack.Hillen,D,WSH,13,27,0.7,0.7,0,0,0,0,0,0,-1,42.93,96.75,0,0.63,15.8
20142015,Jack.Hillen,D,CAR/WSH,38,28,0.7,0.7,0,5,5,0,0.62,0.62,-2,48.19,100.15,0,11.6,12.68
20132014,Joey.Hishon,C,COL,3,21,0.9,NA,0,1,1,0,4.51,4.51,-1,63.16,105,NA,25.09,4.43
20142015,Joey.Hishon,C,COL,13,22,0.851,0.851,1,1,2,0.49,0.49,0.98,2,39.7,99.91,5.56,5.43,9.45
20132014,Niklas.Hjalmarsson,D,CHI,100,26,3.5,3.5,3,21,24,0.1,0.72,0.82,-20,51.93,98.97,3.06,-13.03,17.61
20142015,Niklas.Hjalmarsson,D,CHI,105,27,4.2,4.1,3,18,21,0.09,0.54,0.62,-13,51.75,101.41,2.7,-12.09,19.21
20142015,Justin.Hodgman,CR,ARI,5,26,0.55,0.55,0,0,0,0,0,0,0,53.85,88.89,0,-2,10.55
20132014,Cody.Hodgson,C,BUF,72,23,3,4.25,9,13,22,0.54,0.78,1.33,4,42.49,98.76,7.44,-3.65,13.81
20142015,Cody.Hodgson,C,BUF,78,24,3.5,4.25,6,6,12,0.41,0.41,0.83,6,38.65,97.35,5.66,4.01,11.19
20132014,Mike.Hoffman,L,OTT,25,23,0.66,0.66,2,1,3,0.47,0.23,0.7,4,55.76,100.32,4.44,0.74,10.26
20142015,Mike.Hoffman,L,OTT,85,24,0.75,0.75,23,18,41,1.4,1.09,2.49,4,51.75,102.96,13.53,12.38,11.61
20132014,Nick.Holden,D,COL,61,26,0.6,0.6,7,8,15,0.46,0.53,0.99,-1,47.12,102.68,12.73,1.35,14.86
20142015,Nick.Holden,D,COL,78,27,0.6,0.6,2,4,6,0.1,0.2,0.3,-10,42.05,100.18,2.67,-1.36,15.2
20132014,Patrick.Holland,RC,MTL,5,21,0.64,0.64,0,0,0,0,0,0,0,22.41,100,0,-9.31,5.99
20132014,Peter.Holland,C,ANA/TOR,43,22,0.81,0.87,5,5,10,0.65,0.65,1.29,-3,43.02,101.52,12.2,8.45,10.81
20142015,Peter.Holland,C,TOR,62,23,0.775,0.775,9,10,19,0.78,0.87,1.65,0,43.73,102.43,11.84,-8.84,11.17
20142015,Korbinian.Holzer,D,TOR,34,26,0.85,0.787,0,6,6,0,0.76,0.76,-3,43.84,102.09,0,2.91,13.98
20132014,Roman.Horak,CL,CGY/EDM,3,22,0.63,0.613,1,0,1,2.34,0,2.34,0,30.77,106.29,50,40.48,8.53
20132014,Shawn.Horcoff,LC,DAL,83,34,4,5.5,1,17,18,0.07,1.2,1.27,-10,48.89,100.57,1.64,1.25,10.23
20142015,Shawn.Horcoff,LC,DAL,76,35,3,5.5,6,16,22,0.47,1.26,1.73,-8,52.68,102.03,9.09,0.09,10.06
20132014,Patric.Hornqvist,R,NSH,76,26,3.5,4.25,15,20,35,0.87,1.16,2.03,16,51.12,99.1,7.46,6.08,13.6
20142015,Patric.Hornqvist,R,PIT,69,27,4,4.25,17,17,34,1.1,1.1,2.2,9,54.69,102.97,10.49,4.16,13.41
20132014,Nathan.Horton,R,CBJ,36,28,5,5.3,2,11,13,0.26,1.45,1.71,-4,52.15,99.15,4.55,4.91,12.64
20142015,Bo.Horvat,C,VAN,74,19,0.925,0.894,13,13,26,0.95,0.95,1.89,-1,45.17,100.31,14.13,-4.55,11.14
20132014,Marian.Hossa,R,CHI,91,34,7.9,5.275,18,26,44,0.82,1.19,2.01,-2,56.23,100.37,7.63,8.21,14.47
20142015,Marian.Hossa,R,CHI,105,35,7.9,5.275,13,34,47,0.53,1.39,1.92,2,54.94,102.01,5.44,-1.46,14.01
20132014,Quinton.Howden,L,FLA,16,21,0.9,0.87,3,2,5,0.97,0.65,1.62,-2,45.26,99.22,16.67,0.27,11.57
20142015,Raman.Hrabarenka,D,N.J,1,22,0.693,0.693,0,0,0,0,0,0,0,50,125,NA,47.06,10.46
20132014,Jonathan.Huberdeau,L,FLA,69,20,0.925,0.894,7,15,22,0.47,1,1.47,17,50.98,99.34,7.69,5.64,13.05
20142015,Jonathan.Huberdeau,L,FLA,79,21,0.833,0.894,14,26,40,0.79,1.47,2.26,10,52.28,102.26,10.45,-0.63,13.42
20132014,Jiri.Hudler,RL,CGY,75,29,4,4,13,22,35,0.72,1.22,1.94,2,46.66,103.19,15.48,10.97,14.4
20142015,Jiri.Hudler,RL,CGY,89,30,4,4,18,31,49,0.9,1.55,2.46,2,46.22,102.82,16.82,16.08,13.44
20132014,Brad.Hunt,D,EDM,3,25,0.55,0.55,0,0,0,0,0,0,0,30.77,80,0,-2.5,12.11
20142015,Brad.Hunt,D,EDM,11,26,0.55,0.55,0,2,2,0,0.71,0.71,1,48.92,92.48,0,4.15,15.46
20132014,Matt.Hunwick,D,COL,1,28,1.6,1.6,0,0,0,0,0,0,0,55.88,93.41,0,3.68,17.68
20142015,Matt.Hunwick,D,NYR,61,29,0.6,0.6,2,6,8,0.14,0.41,0.55,-5,52.83,102.45,2.94,13.95,14.24
20132014,Jarome.Iginla,R,BOS,90,36,1.8,1.8,21,18,39,0.94,0.81,1.75,4,53.01,103.38,12.57,4.61,14.84
20142015,Jarome.Iginla,R,COL,82,37,5.5,5.333,20,22,42,1.02,1.12,2.15,-2,41.49,103.31,16.13,-2.09,14.31
20132014,Matt.Irwin,D,S.J,64,25,0.9,1,2,11,13,0.12,0.66,0.78,-5,50.32,100.07,2.02,2.46,15.72
20142015,Matt.Irwin,D,S.J,53,26,1.1,1,7,8,15,0.52,0.6,1.12,-3,51.55,99.51,9.33,4.12,15.2
20132014,Barret.Jackman,D,STL,85,32,3.25,3.167,3,14,17,0.14,0.66,0.81,-16,52.48,97.9,3.8,-4.11,14.9
20142015,Barret.Jackman,D,STL,86,33,3.25,3.167,2,11,13,0.1,0.55,0.65,0,52.62,98.44,2.53,-10.27,13.96
20132014,Tim.Jackman,R,ANA/CGY,36,31,0.613,0.613,4,1,5,0.94,0.23,1.17,-5,49.47,97.45,8.89,18.97,7.11
20142015,Tim.Jackman,R,ANA,64,32,0.637,0.637,5,2,7,0.58,0.23,0.82,5,50.11,97.6,8.62,1.59,8.04
20132014,Jaromir.Jagr,R,N.J,82,41,2,2,13,28,41,0.64,1.37,2,-6,59.22,101.02,7.65,6.73,14.97
20142015,Jaromir.Jagr,R,FLA/N.J,77,42,3.5,3.5,12,20,32,0.68,1.13,1.8,-4,52.81,100.85,9.38,7.19,13.83
20132014,Cam.Janssen,R,N.J,24,29,0.55,0.55,3,0,3,1.5,0,1.5,-1,51.28,108.11,27.27,6.69,4.99
20132014,Calle.Jarnkrok,C,NSH,12,21,0.74,0.715,2,6,8,0.81,2.44,3.25,-1,51.8,109.52,16.67,21.84,12.31
20142015,Calle.Jarnkrok,C,NSH,80,22,0.79,0.715,7,12,19,0.47,0.8,1.27,4,53.41,98.68,7.22,5.69,11.19
20132014,Dmitrij.Jaskin,LR,STL,18,20,0.743,0.803,1,1,2,0.33,0.33,0.67,-1,52.3,98.21,5.88,7.91,9.98
20142015,Dmitrij.Jaskin,LR,STL,60,21,0.925,0.803,10,6,16,0.81,0.49,1.3,2,54.57,100.92,10.31,-4.86,12.31
